regra_wcag_id,accesskeys,aria-allowed-attr,aria-command-name,aria-hidden-focus,aria-input-field-name,aria-required-children,aria-required-parent,button-name,color-contrast,definition-list,document-title,frame-title,heading-order,html-has-lang,image-alt,input-button-name,label,label-content-name-mismatch,landmark-one-main,link-in-text-block,link-name,list,listitem,meta-viewport,select-name,skip-link,tabindex,target-size,td-has-header
accesskeys,1.0,0.322063841911494,-0.04334344798471011,-0.04622042495922954,-0.027288841145490766,0.04453010390573767,-0.045599224712151915,0.11584935258914633,0.31165076721248125,-0.0477455260559423,-0.05892881302860991,0.2822127866304381,0.28401446414189824,-0.10718844015157451,-0.02165600878207388,-0.043474738889173345,0.5531432457069754,-0.02992336606985411,-0.20970745245223335,0.07056332107022167,0.10015543102114532,-0.03714151444182365,-0.04709347770494774,-0.06548845612554871,-0.045654665020040876,-0.04513167592362295,-0.013593540020494715,0.3187278022762272,-0.013593540020494715
aria-allowed-attr,0.322063841911494,1.0,-0.017780211296569027,-0.01896039563539607,-0.01119434157099113,0.034666701945170166,-0.018705568846940777,0.018776468043197835,0.0068818508706496645,-0.01958601775382438,-0.024173590146180902,-0.034977121316097474,0.10507605028107275,-0.04397050080364951,-0.02155342171880476,-0.017834069033579165,0.5899088783261311,-0.012275068001379922,-0.08602552377423302,-0.027822134368333848,0.17773398646588187,-0.015236073855572173,-0.019318536554350983,-0.026864466062070103,-0.01872831139361037,-0.018513772470832655,-0.005576298727273012,-0.009790391851526572,-0.005576298727273009
aria-command-name,-0.04334344798471011,-0.017780211296569027,1.0,-0.026902163284978183,0.10751713499975252,-0.0009304015117171929,-0.026540599528385816,-0.005304517060738734,0.06740505843319938,-0.02778983402288365,-0.034298960939541226,0.11060871966404842,0.09668634820229503,-0.06238802264936665,-0.030581306507487756,-0.025304062552431963,-0.02397513549839402,-0.017416613558994164,-0.12205824877038965,0.6296794218423378,-0.0075794365229263794,-0.02161786887607988,-0.02741031541777282,-0.03811693945965844,-0.026572868037745407,-0.026268467156954935,-0.00791199201597149,-0.01545186372901095,-0.007911992015971486
aria-hidden-focus,-0.04622042495922954,-0.01896039563539607,-0.026902163284978183,1.0,-0.01693748177608746,0.23282643551025292,0.03935522178116313,0.17886836989259317,-0.01193899384473209,-0.02963441991364522,-0.0365755984813402,-0.05292176865556812,-0.013313041147053405,-0.06652910770359086,0.03870603297411507,-0.02698365217231696,-0.02556651587990396,0.07762420953658467,0.2204043033223033,-0.04209599026857183,0.25160598687799623,0.3627062076646083,0.3956527780285738,-0.040647000224627465,-0.028336676249738697,-0.028012070369905134,-0.008437160638010087,-0.016200125891066237,-0.008437160638010088
aria-input-field-name,-0.027288841145490766,-0.01119434157099113,0.10751713499975252,-0.01693748177608746,1.0,0.23606798339356652,-0.01670984285079719,0.17474307317005197,0.03831402491798171,-0.01749635530559412,-0.021594472522460842,0.0917071554886463,0.08492998247624672,-0.0392792202424786,0.002353248810802352,-0.015931324696929167,-0.015094638162798824,-0.010965422060364282,0.07838427449551963,0.12728131517295524,0.21598301876687853,0.3036191502572551,-0.017257412087918412,0.3065231627623802,-0.016730158960079157,-0.016538509525927808,-0.00498135481386718,-0.009544189753141762,-0.004981354813867177
aria-required-children,0.04453010390573767,0.034666701945170166,-0.0009304015117171929,0.23282643551025292,0.23606798339356652,1.0,0.756956878304197,-0.03230882050736307,0.12728890618243646,-0.03552971452670049,-0.043851729727527836,-0.032239868589095215,-0.05434496444513974,-0.07976401128527898,0.03585853356325322,-0.0323516188730511,0.14134238741469124,-0.022267398476124925,-0.0641118889710667,0.013892081738351636,0.0322012077179948,0.3749836377270585,0.8070125295607343,0.03516534160595827,-0.03397380548438445,-0.033584624448353265,-0.010115599014859866,0.2024758199783355,-0.010115599014859863
aria-required-parent,-0.045599224712151915,-0.018705568846940777,-0.026540599528385816,0.03935522178116313,-0.01670984285079719,0.756956878304197,1.0,-0.07559788444580273,0.09095956096753618,-0.02923613476181896,-0.036084024229617845,-0.05221050267751567,-0.05907508654881828,-0.06563495975536696,-0.027729179109789046,-0.026620993209071037,-0.02522290315900141,0.076580943963283,-0.10180661905456738,-0.010242185340450972,-0.04782697409628092,0.03162481823643125,0.49151469370716566,-0.040100706532936424,-0.027955832709177925,-0.027635589516466594,-0.008323765612378263,-0.015726992928749448,-0.008323765612378254
button-name,0.11584935258914633,0.018776468043197835,-0.005304517060738734,0.17886836989259317,0.17474307317005197,-0.03230882050736307,-0.07559788444580273,1.0,0.06240426118632273,-0.12314394439703485,0.30546331081996236,0.032072703227607954,0.09295857239100543,-0.276457469513787,0.0975536972733636,-0.11212884788767917,0.1130241935688027,-0.017446259477877955,-0.18366150974961715,-0.1065513100161575,0.2035379947474908,0.08670336289289746,-0.12146219926797365,0.10442639717010631,-0.10118158892194339,0.22679455466411316,-0.03506008362922482,0.13826929307720473,0.12774766103981938
color-contrast,0.31165076721248125,0.0068818508706496645,0.06740505843319938,-0.01193899384473209,0.03831402491798171,0.12728890618243646,0.09095956096753618,0.06240426118632273,1.0,-0.06939955440444183,-0.06343642004498533,0.21286171629024309,0.181439288506954,-0.17069100773107043,0.11471020735742396,-0.07095628428409022,-0.03780309343324254,0.04201294540569841,-0.1934556121345356,0.0591305168282434,0.2089546387266021,0.09858083264932788,0.10383277417479687,-0.04096240805113056,0.020366089342766083,-0.04448975009733644,0.14290144186364984,-0.025947284884397168,-0.022186380292707957
definition-list,-0.0477455260559423,-0.01958601775382438,-0.02778983402288365,-0.02963441991364522,-0.01749635530559412,-0.03552971452670049,-0.02923613476181896,-0.12314394439703485,-0.06939955440444183,1.0,-0.037782456388986446,-0.03076553494753891,0.22676447333550673,0.44543540318737446,0.008317833801265634,-0.02787401173862598,-0.026410115250570857,-0.01918549204439337,0.22767682072156023,0.0008784848576052612,-0.03649967866440042,-0.023813438240098468,0.06818040951022353,0.1507758060646688,-0.02927168054846142,-0.02893636388905862,-0.008715555372665187,-0.01571590513062916,-0.00871555537266518
document-title,-0.05892881302860991,-0.024173590146180902,-0.034298960939541226,-0.0365755984813402,-0.021594472522460842,-0.043851729727527836,-0.036084024229617845,0.30546331081996236,-0.06343642004498533,-0.037782456388986446,1.0,-0.06747270309604925,0.0011674884202593136,-0.08482140422298926,0.017178597794787438,-0.03440285534142384,-0.03259607490430476,-0.023679250537972256,0.007867152647373829,-0.053670357682323644,0.06344110697333175,-0.02939118626475917,-0.03726647111413379,-0.0518229652480214,-0.03612789579598313,0.3459915625456677,-0.01075697296526828,-0.021142271412087223,-0.010756972965268284
frame-title,0.2822127866304381,-0.034977121316097474,0.11060871966404842,-0.05292176865556812,0.0917071554886463,-0.032239868589095215,-0.05221050267751567,0.032072703227607954,0.21286171629024309,-0.03076553494753891,-0.06747270309604925,1.0,0.09314043465733458,-0.11080469178687002,0.018166447296218198,-0.04977799481254299,-0.04716373775934941,0.055619893024804155,-0.18132111389091082,-0.007691276603507533,0.283551424314327,0.008964135275001917,-0.04479519937773651,0.014430100707890138,-0.05227398108886477,-0.05167516556532891,-0.015564421590874513,-0.025310954259176677,-0.015564421590874513
heading-order,0.28401446414189824,0.10507605028107275,0.09668634820229503,-0.013313041147053405,0.08492998247624672,-0.05434496444513974,-0.05907508654881828,0.09295857239100543,0.181439288506954,0.22676447333550673,0.0011674884202593136,0.09314043465733458,1.0,-0.03687342858755791,0.10171606799215631,-0.07822303704897322,0.2855537805587234,0.027809446838576165,-0.10265864317371204,-0.01435869681570533,0.2045231784910174,0.02672186597868633,-0.054888814400994135,0.07710695605996486,-0.0821453249535325,0.17212808325824525,-0.024458524923186172,-0.042989287419831164,0.06456169191435628
html-has-lang,-0.10718844015157451,-0.04397050080364951,-0.06238802264936665,-0.06652910770359086,-0.0392792202424786,-0.07976401128527898,-0.06563495975536696,-0.276457469513787,-0.17069100773107043,0.44543540318737446,-0.08482140422298926,-0.11080469178687002,-0.03687342858755791,1.0,-0.05467183072637428,-0.06257700115251197,-0.05929056168770984,-0.04307132281607827,0.5111331948300195,-0.02384893388753264,-0.17188458276284074,-0.053461036257329723,0.06717836965766265,0.2583511935448961,-0.06571475984846256,-0.06496197581512492,-0.019566373283981996,-0.036366119187006475,-0.01956637328398199
image-alt,-0.02165600878207388,-0.02155342171880476,-0.030581306507487756,0.03870603297411507,0.002353248810802352,0.03585853356325322,-0.027729179109789046,0.0975536972733636,0.11471020735742396,0.008317833801265634,0.017178597794787438,0.018166447296218198,0.10171606799215631,-0.05467183072637428,1.0,-0.03067393982527205,0.009591984620703934,0.00258043664234982,0.05129305047376324,-0.044960019688062194,0.22936410722637451,0.09746050983769368,0.07783573534412025,-0.005351793212107371,-0.032212003645096896,0.0702567879809389,0.03346203026965549,-0.010290806598184344,0.004759991567021071
input-button-name,-0.043474738889173345,-0.017834069033579165,-0.025304062552431963,-0.02698365217231696,-0.015931324696929167,-0.0323516188730511,-0.026620993209071037,-0.11212884788767917,-0.07095628428409022,-0.02787401173862598,-0.03440285534142384,-0.04977799481254299,-0.07822303704897322,-0.06257700115251197,-0.03067393982527205,1.0,-0.024047758175420608,-0.017469369928253358,0.20731136819792267,-0.03959531282591322,-0.08223798707969199,-0.021683351196690577,-0.027493343540133823,-0.03823239883563592,-0.02665335946242592,-0.026348036526081208,-0.007935958097032915,-0.014498560167198063,-0.007935958097032916
label,0.5531432457069754,0.5899088783261311,-0.02397513549839402,-0.02556651587990396,-0.015094638162798824,0.14134238741469124,-0.02522290315900141,0.1130241935688027,-0.03780309343324254,-0.026410115250570857,-0.03259607490430476,-0.04716373775934941,0.2855537805587234,-0.05929056168770984,0.009591984620703934,-0.024047758175420608,1.0,-0.01655190783035708,-0.11599826089836955,-0.03751583320407702,0.01803552525949109,-0.020544577848822836,-0.026049439109343885,-0.03622449717762489,-0.025253569590850133,-0.024964281704588163,-0.0075191748475841105,0.5724377437783765,-0.00751917484758411
label-content-name-mismatch,-0.02992336606985411,-0.012275068001379922,-0.017416613558994164,0.07762420953658467,-0.010965422060364282,-0.022267398476124925,0.076580943963283,-0.017446259477877955,0.04201294540569841,-0.01918549204439337,-0.023679250537972256,0.055619893024804155,0.027809446838576165,-0.04307132281607827,0.00258043664234982,-0.017469369928253358,-0.01655190783035708,1.0,-0.04644011544209757,0.04689015761925165,0.11709816127337341,0.2942805777667119,0.011903479808601087,0.09449512890619623,-0.018345325413425335,0.06908637607663,0.5462265796648103,-0.0029110187800669156,-0.005462265796648094
landmark-one-main,-0.20970745245223335,-0.08602552377423302,-0.12205824877038965,0.2204043033223033,0.07838427449551963,-0.0641118889710667,-0.10180661905456738,-0.18366150974961715,-0.1934556121345356,0.22767682072156023,0.007867152647373829,-0.18132111389091082,-0.10265864317371204,0.5111331948300195,0.05129305047376324,0.20731136819792267,-0.11599826089836955,-0.04644011544209757,1.0,-0.13383756559361598,0.06187868873864725,0.04709374096084295,0.04597444821009691,0.2897073297052523,0.18622706356211802,-0.12709402651246005,-0.03828038069507286,-0.07251744484033135,-0.03828038069507286
link-in-text-block,0.07056332107022167,-0.027822134368333848,0.6296794218423378,-0.04209599026857183,0.12728131517295524,0.013892081738351636,-0.010242185340450972,-0.1065513100161575,0.0591305168282434,0.0008784848576052612,-0.053670357682323644,-0.007691276603507533,-0.01435869681570533,-0.02384893388753264,-0.044960019688062194,-0.03959531282591322,-0.03751583320407702,0.04689015761925165,-0.13383756559361598,1.0,-0.0689909655785343,-0.03382722750563587,0.020627995507915622,0.05099097891938626,-0.04158071536758502,-0.04110439469479157,-0.012380533690959067,-0.021148779149961827,-0.012380533690959067
link-name,0.10015543102114532,0.17773398646588187,-0.0075794365229263794,0.25160598687799623,0.21598301876687853,0.0322012077179948,-0.04782697409628092,0.2035379947474908,0.2089546387266021,-0.03649967866440042,0.06344110697333175,0.283551424314327,0.2045231784910174,-0.17188458276284074,0.22936410722637451,-0.08223798707969199,0.01803552525949109,0.11709816127337341,0.06187868873864725,-0.0689909655785343,1.0,0.21570941562254892,0.0010706270472934452,0.1418587322517269,0.042756979073083956,0.16752828627347774,0.15815190247934197,0.05229012314336104,-0.016520616000000293
list,-0.03714151444182365,-0.015236073855572173,-0.02161786887607988,0.3627062076646083,0.3036191502572551,0.3749836377270585,0.03162481823643125,0.08670336289289746,0.09858083264932788,-0.023813438240098468,-0.02939118626475917,0.008964135275001917,0.02672186597868633,-0.053461036257329723,0.09746050983769368,-0.021683351196690577,-0.020544577848822836,0.2942805777667119,0.04709374096084295,-0.03382722750563587,0.21570941562254892,1.0,0.5121948255359048,0.19803284824610004,-0.022770605659539454,0.044112535167476055,0.414615723791176,-0.009897515266938517,-0.006779879760107271
listitem,-0.04709347770494774,-0.019318536554350983,-0.02741031541777282,0.3956527780285738,-0.017257412087918412,0.8070125295607343,0.49151469370716566,-0.12146219926797365,0.10383277417479687,0.06818040951022353,-0.03726647111413379,-0.04479519937773651,-0.054888814400994135,0.06717836965766265,0.07783573534412025,-0.027493343540133823,-0.026049439109343885,0.011903479808601087,0.04597444821009691,0.020627995507915622,0.0010706270472934452,0.5121948255359048,1.0,0.17324979350600278,-0.028871924747046643,-0.019685089327157644,0.04741956472650382,-0.015221448259573625,-0.008596529277904197
meta-viewport,-0.06548845612554871,-0.026864466062070103,-0.03811693945965844,-0.040647000224627465,0.3065231627623802,0.03516534160595827,-0.040100706532936424,0.10442639717010631,-0.04096240805113056,0.1507758060646688,-0.0518229652480214,0.014430100707890138,0.07710695605996486,0.2583511935448961,-0.005351793212107371,-0.03823239883563592,-0.03622449717762489,0.09449512890619623,0.2897073297052523,0.05099097891938626,0.1418587322517269,0.19803284824610004,0.17324979350600278,1.0,-0.04014946164951534,-0.004982669078821612,0.2075715450435169,-0.01994345262925221,-0.011954382175281086
select-name,-0.045654665020040876,-0.01872831139361037,-0.026572868037745407,-0.028336676249738697,-0.016730158960079157,-0.03397380548438445,-0.027955832709177925,-0.10118158892194339,0.020366089342766083,-0.02927168054846142,-0.03612789579598313,-0.05227398108886477,-0.0821453249535325,-0.06571475984846256,-0.032212003645096896,-0.02665335946242592,-0.025253569590850133,-0.018345325413425335,0.18622706356211802,-0.04158071536758502,0.042756979073083956,-0.022770605659539454,-0.028871924747046643,-0.04014946164951534,1.0,-0.027669189333155556,-0.00833388578725534,-0.015333483713653616,-0.008333885787255347
skip-link,-0.04513167592362295,-0.018513772470832655,-0.026268467156954935,-0.028012070369905134,-0.016538509525927808,-0.033584624448353265,-0.027635589516466594,0.22679455466411316,-0.04448975009733644,-0.02893636388905862,0.3459915625456677,-0.05167516556532891,0.17212808325824525,-0.06496197581512492,0.0702567879809389,-0.026348036526081208,-0.024964281704588163,0.06908637607663,-0.12709402651246005,-0.04110439469479157,0.16752828627347774,0.044112535167476055,-0.019685089327157644,-0.004982669078821612,-0.027669189333155556,1.0,0.15025305946556003,-0.015973288995135622,-0.008238418404116857
tabindex,-0.013593540020494715,-0.005576298727273012,-0.00791199201597149,-0.008437160638010087,-0.00498135481386718,-0.010115599014859866,-0.008323765612378263,-0.03506008362922482,0.14290144186364984,-0.008715555372665187,-0.01075697296526828,-0.015564421590874513,-0.024458524923186172,-0.019566373283981996,0.03346203026965549,-0.007935958097032915,-0.0075191748475841105,0.5462265796648103,-0.03828038069507286,-0.012380533690959067,0.15815190247934197,0.414615723791176,0.04741956472650382,0.2075715450435169,-0.00833388578725534,0.15025305946556003,1.0,-0.0032961160268149643,-0.002481389578163769
target-size,0.3187278022762272,-0.009790391851526572,-0.01545186372901095,-0.016200125891066237,-0.009544189753141762,0.2024758199783355,-0.015726992928749448,0.13826929307720473,-0.025947284884397168,-0.01571590513062916,-0.021142271412087223,-0.025310954259176677,-0.042989287419831164,-0.036366119187006475,-0.010290806598184344,-0.014498560167198063,0.5724377437783765,-0.0029110187800669156,-0.07251744484033135,-0.021148779149961827,0.05229012314336104,-0.009897515266938517,-0.015221448259573625,-0.01994345262925221,-0.015333483713653616,-0.015973288995135622,-0.0032961160268149643,1.0,-0.004886861696246763
td-has-header,-0.013593540020494715,-0.005576298727273009,-0.007911992015971486,-0.008437160638010088,-0.004981354813867177,-0.010115599014859863,-0.008323765612378254,0.12774766103981938,-0.022186380292707957,-0.00871555537266518,-0.010756972965268284,-0.015564421590874513,0.06456169191435628,-0.01956637328398199,0.004759991567021071,-0.007935958097032916,-0.00751917484758411,-0.005462265796648094,-0.03828038069507286,-0.012380533690959067,-0.016520616000000293,-0.006779879760107271,-0.008596529277904197,-0.011954382175281086,-0.008333885787255347,-0.008238418404116857,-0.002481389578163769,-0.004886861696246763,1.0
